id,title_fa,Rate,Rate_cnt,Category1,Category2,Brand,Price,Seller,Is_Fake,min_price_last_month,sub_category
248659,کتاب جامعه شناسی روسپی گری اثر سعید مدنی قهفرخی,92,14,کتاب علوم اجتماعی,,انتشارات کتاب پارسه,2475000,کتابکالا,False,0,book & stationary & art
10092866,بادی آستین بلند نوزادی مدل ستاره,0,0,نوزاد,لباس نوزاد,متفرقه,1050000,حافظ اوت لت,False,0,clothe
12627670,ست رویه مایو زنانه ناتوسا مدل NTS743,0,0,لباس زنانه,لباس ورزشی زنانه,ناتوسا,2800000,بازرگانی ناتوسا,False,0,clothe
7566449,گلدان میناکاری مسی طرح کمر باریک کد 147,80,3,محصولات فلزی,میناکاری,متفرقه,16966300,صنایع دستی سما,False,0,book & stationary & art
11088592,تی شرت آستین کوتاه مردانه مدل پاریس کد 069,0,0,لباس مردانه,تی شرت مردانه,متفرقه,4000000,دیچا,False,0,clothe
10618129,چوب دارچین لوله ای ممتاز زرسا - 100 گرم,0,0,مواد غذایی,ادویه و چاشنی ارگانیک,متفرقه,1050000,آکو استور,False,0,rural goods
9676459,لنز ناخن مدل 205,88,31,بهداشت و زیبایی ناخن,آرایش ناخن,متفرقه,170000,هستی نیل,False,0,beauty
12557710,دفتر مشق 100 برگ مدل نیروی پادشاهی کد note-C-368,0,0,دفتر و کاغذ و مقوا,دفتر,متفرقه,954500,تبریکان,False,0,book & stationary & art
6111579,گردنبند طلا 18 عیار زنانه کرابو طرح بهاره مدل Kr71568,0,0,زیورآلات طلا زنانه,گردنبند طلا زنانه,کرابو,38034900,کرابو,False,0,clothe
200710,کوزه دویک مدل UDL2,88,7,سازهای کوبه‌ای,پرکاشن,متفرقه,25000000,موسیقی بتهوون,False,0,book & stationary & art
6523727,ساعت مچی عقربه‌ای مردانه پیر لنیر مدل 213C166,0,0,اکسسوری مردانه,ساعت مردانه,پیر لنیر,118800000,شاپ کو,False,0,clothe
10139289,شال زنانه باترفلای مدل W0965052SC-5,0,0,اکسسوری زنانه,شال و روسری زنانه,باترفلای,1077000,دیجی‌کالا,False,0,clothe
10422728,تخمه کدو ناب ساقه - 250 گرم,0,0,مواد غذایی,خشکبار و آجیل سنتی,ناب ساقه,680000,نابینه,False,0,rural goods
1463648,کتاب 12 قانون زندگی اثر جردن بی. پیترسون نشر نوین,90,95,کتاب فلسفه و روانشناسی,,نشر نوین,1890000,کتابفروشی زندگی,False,1395000,book & stationary & art
3781221,تابلو طلاکوب مارک گلد طرح ماه تولد آبان کد TSY08,82,1,دست سازه های هنری,تابلو صنایع دستی,مارک گلد,6900000,مارک گلد,False,0,book & stationary & art
9142187,گردنبند پرمانه طرح حیوانات کیوت کد pmd.21433 مدل دو طرفه,0,0,اکسسوری زنانه و مردانه,زیورآلات زنانه و مردانه,متفرقه,650000,مرکزچاپ پرمانه,False,0,clothe
11190229,جوراب ساق کوتاه زنانه پاوین مدل هلو مجموعه پنج عددی,0,0,لباس زنانه,جوراب و ساق زنانه,متفرقه,1120000,جوراب باپوک,False,0,clothe
8670781,سوهان ناخن مندیکس مدل دایناسور کد 586 به همراه آینه جیبی,0,0,بهداشت و زیبایی ناخن,مانیکور، پدیکور,متفرقه,659000,استودیو هنری ژانو,False,0,beauty
12117176,دستبند نقره چرم تابا کد DF6956,0,0,اکسسوری زنانه و مردانه,زیورآلات نقره زنانه و مردانه,متفرقه,8650000,چرم تابا,False,0,clothe
9809221,ست حوله 2 تکه مادرکر مدل گلدوزی سه فیل,0,0,حمام کودک و شست و شو,حوله کودک و نوزاد,مادرکر,4800000,حوله ایدین,False,0,toys and kids
2424637,بند عینک لاچو طرح الماس کد 2019,88,202,اکسسوری زنانه و مردانه,عینک زنانه و مردانه,متفرقه,570000,فروشگاه لاچو,False,0,clothe
7088465,آینه جیبی مدل Squid Game کد 2182,0,0,برس‌ها و تجهیزات آرایشی,برس ها و تجهیزات آرایشی صورت,متفرقه,439000,استودیو هنری ژانو,False,0,beauty
6377342,کتاب Counting Bounty: The Quest to Know the Worth of Earth اثر Jeffery Johnson Smith انتشارات مؤلفین طلایی,0,0,کتاب چاپی غیر فارسی,,انتشارات مؤلفین طلایی,3200000,انتشارات طلایی,False,0,book & stationary & art
9536031,ست 4 تکه لباس ورزشی زنانه مدل 4101-1801-63-7101,0,0,لباس زنانه,لباس ورزشی زنانه,متفرقه,7789000,تام اسپرت,True,0,clothe
11687717,دستبند طلا 18 عیار دخترانه لیردا مدل اسم آویسا 1237,0,0,زیورآلات طلا بچگانه,زیورآلات طلا دخترانه,لیردا,5268800,لیردا گلد,False,0,clothe
10075881,افتر شیو نیوآ مدل Sensitive Skin حجم 100 میلی لیتر,80,12,لوازم اصلاح مو,افتر شیو,نیوآ,3640000,اکسون نوین,False,0,beauty
7933617,پستانک نوبی مدل id0202007.1,0,0,پستانک و ملزومات,,نوبی,2157000,بازرگانی ملورین,False,0,toys and kids
12108412,پازل 16 تکه مدل حلزون,0,0,اسباب بازی,فکری و آموزشی,متفرقه,350000,کالا میکس,False,0,toys and kids
11663960,آینه جیبی خندالو مدل پپا انیمه پپاپیک Peppa pig  کد 22065,0,0,برس‌ها و تجهیزات آرایشی,برس ها و تجهیزات آرایشی صورت,خندالو,690000,خندالو,False,0,beauty
9687084,جوراب ساق بلند مردانه دل مد گروپ مدل 249008208,100,1,لباس مردانه,جوراب مردانه,دل مد گروپ,630000,دلیچی,False,0,clothe
12104898,دفتر مشق 100 برگ گلبرگ طرح یونیکورن کد 100748,0,0,دفتر و کاغذ و مقوا,دفتر,متفرقه,850000, گلبرگ,False,0,book & stationary & art
3190385,کرم پودر تروکاور شماره F05 حجم 30 میلی لیتر,74,4,آرایش صورت,کرم پودر,تروکاور,900000,ماهرخ شاپ,False,0,beauty
5410991,لوسیون بدن کودک وی کر مدل Argan Oil حجم 200 میلی لیتر,82,136,لوازم تعویض,کرم، بالم و لوسیون کودک و نوزاد,وی کر,400000,پینکو کالا ,False,0,toys and kids
11057652,ادویه پاچینی و مرغ بریان سوغات دزفول - 200 گرم,0,0,مواد غذایی,ادویه و چاشنی ارگانیک,متفرقه,558000,سوغات دزفول,False,0,rural goods
7170029,ست تیشرت و شلوار ورزشی زنانه مدل R4101-7101,80,2,لباس زنانه,لباس ورزشی زنانه,متفرقه,4289000,تام اسپرت,True,0,clothe
6230143,اکشن فیگور مدل انتقام جویان طرح هاکای کد Haw-21,88,7,اسباب بازی,جغجغه، عروسک و مدل,متفرقه,1750000,پاییز تحریر,False,0,toys and kids
7107068,کیف نوار بهداشتی مدل فشن کد IDM 488,0,0,بهداشت زنان,نوار بهداشتی,متفرقه,465000,ایده پردازان مارال,False,0,beauty
7441598,مداد فشنگی مدل m07580,0,0,نوشت افزار,مداد,متفرقه,300000,میفان,False,0,book & stationary & art
9880702,کفش مخصوص دویدن مدل QUANTUM-FLEX GRYOR-105012043,0,0,کفش زنانه و مردانه,کفش ورزشی زنانه و مردانه,متفرقه,12800000,برند شو,True,0,clothe
7622364,جوراب مردانه مدل سگ کد 577,0,0,لباس مردانه,جوراب مردانه,متفرقه,329000,استودیو هنری ژانو,False,0,clothe
9241431,دستگاه بخور و رطوبت ساز سرد مدل 4141,0,0,دستگاه بخور و رطوبت ساز,,متفرقه,39900000,هورام پیشرو,False,0,beauty
6890041,دفترچه یادداشت 50 برگ مدل کفش کد 171,0,0,دفتر و کاغذ و مقوا,دفتر,متفرقه,590000,استودیو هنری ژانو,False,0,book & stationary & art
12488169,دستمال گردن دخترانه مدل لچک گل بابونه,0,0,دخترانه,اکسسوری دخترانه,متفرقه,1200000,حجاب نگارا,False,0,clothe
11365064,آویز گردنبند طلا 18 عیار زنانه الن نار مدل 1424,0,0,زیورآلات طلا زنانه,آویز طلا زنانه,الن نار,29264000,نارگلد گالری,False,0,clothe
9851260,گل مسی مدل رز بسته 3 عددی,0,0,محصولات فلزی,محصولات مسی,متفرقه,2100000,کار روبیک,False,0,book & stationary & art
11233402,دستبند طلا زنانه 18 عيار الن نار مدل ELN1516,0,0,زیورآلات طلا زنانه,دستبند طلا زنانه,الن نار,16951300,نارگلد گالری,False,0,clothe
2812114,تی شرت بچگانه طرح ماشین کد k68,0,0,مد و پوشاک دخترانه و پسرانه,لباس دخترانه و پسرانه,متفرقه,650000,موسسه آرام,False,0,clothe
2587667,ساعت مچی عقربه ای والار طرح مدار الکتریکی کد LF2603,80,1,اکسسوری زنانه و مردانه,ساعت زنانه و مردانه,والار,1370000,سورانیک,False,0,clothe
9864185,ست هودی و شلوارک زنانه مدل MDK-AS4118,0,0,لباس زنانه,لباس خواب و راحتی زنانه,متفرقه,15000000,کالاسنتر ارشیا,False,0,clothe
12446093,تی شرت آستین کوتاه زنانه مدل  SB-SS- 3280,0,0,لباس زنانه,تی شرت زنانه,متفرقه,4500000,کالا سنتر,False,0,clothe
9675671,کاور عینک اطلس آبی طرح بیلی آیلیش مدل KE1178,0,0,اکسسوری زنانه و مردانه,عینک زنانه و مردانه,اطلس آبی,400000,اطلس آبی,False,0,clothe
6890887,دفترچه یادداشت 50 برگ مدل You کد 395,80,1,دفتر و کاغذ و مقوا,دفتر,متفرقه,859000,استودیو هنری ژانو,False,0,book & stationary & art
12151092,گردنبند طلا 18 عیار زنانه مدوپد مدل Alberta,0,0,زیورآلات طلا زنانه,گردنبند طلا زنانه,مدوپد,27090000,مدوپد,False,0,clothe
10922332,ساختنی جیسی بریکس مدل BRICKS tOYS ,0,0,اسباب بازی,فکری و آموزشی,جیسی بریکس,5100000,فاران تویز,False,0,toys and kids
1609754,نیم ست نقره ترمه 1 طرح دی کد L479,0,0,اکسسوری زنانه,زیورآلات نقره زنانه,ترمه ۱,2430000,لیردا گلد,False,0,clothe
5747305,فیگور مدل شیر کد 0098,0,0,اسباب بازی,جغجغه، عروسک و مدل,متفرقه,1600000,جستر,False,0,toys and kids
7716537,ماشین بازی مدل مرسدس بنز GLK کد 1336,84,22,اسباب بازی,ماشین، هواپیما و قطار,متفرقه,578900,فروشگاه دنیای بازی,False,0,toys and kids
11084151,کاشی مبین ایده مدل سنتی kh10 کد 1445,0,0,محصولات سنگی، چینی و سرامیکی,کاشی کاری,متفرقه,360000,مبین ایده,False,0,book & stationary & art
5196883,پد آرایشی جویل مدل 001 بسته 6 عددی,70,6,برس‌ها و تجهیزات آرایشی,پد و پنبه آرایشی,جویل,750000,مدبیس,False,0,beauty
8639632,کاشی کارنیلا مدل لوحی کد klh160,0,0,محصولات سنگی، چینی و سرامیکی,کاشی کاری,کارنیلا,750000,کارنیلا هنر,False,0,book & stationary & art
8109886, برچسب ماهوت طرح Army-Pink-pixel مناسب برای ساعت هوشمند شیائومی Amazfit Stratos,0,0,لوازم جانبی ساعت و مچ بند هوشمند,,ماهوت,834600,لوازم جانبی چرم,False,0,clothe
6504052,هودی دخترانه مدل دختر عینکی F69 رنگ سبز,0,0,دخترانه,لباس دخترانه,متفرقه,1380000,نوین کالا,False,0,clothe
9334275,جعبه جواهر چوبی مدل اسم فاطمه 547474,0,0,محصولات چوبی و حصیری,خراطی,متفرقه,2270000,کاتانا,False,0,book & stationary & art
9284047,دستکش بافتنی مدل پیچ دار,94,3,اکسسوری زنانه و مردانه,دستکش زنانه و مردانه,متفرقه,950000,بافت رنگینک,False,0,clothe
4036462, ماسک صورت سودا مدل خیار حجم 100 میلی لیتر مجموعه 2 عددی,86,4,مراقبت پوست,ماسک صورت و بدن,سودا,620000,بنی,False,0,beauty
4920593,چشم بند مدل PCE906,0,0,لوازم کمپینگ,تجهیزات کمپینگ,متفرقه,390000,کالای خواب پروشات,False,0,travel
5556183,کتاب التراث العربی المخطوط فی مکتبات ایران العامه اثر سید احمد الحسینی انتشارات دلیل ما 14 جلدی,0,0,کتاب دینی,,انتشارات  دلیل ما,40000000,دلیل ما,False,0,book & stationary & art
1096464,کرم مرطوب کننده عش مدل Aloe Vera حجم 200 میلی لیتر,86,215,مراقبت پوست,کرم مرطوب کننده و نرم کننده,عش,795000,یانگوم,False,0,beauty
10000960,کارت پستال ماسا دیزاین مدل POSTSM137 GIRL,0,0,ملزومات هدیه,کارت پستال,ماسا دیزاین,190000,ماسا دیزاین,False,0,book & stationary & art
1611519,کفش مخصوص پیاده روی زنانه مدل Airmax,80,2,کفش زنانه,کفش ورزشی زنانه,متفرقه,8000000,مارکی,True,0,clothe
12541617,جوراب ساق بلند دخترانه مدل arti-kit,0,0,دخترانه,لباس دخترانه,متفرقه,590000,محمود زاده,False,0,clothe
11519439,دستبند طلا 18 عیار مردانه لیردا مدل اسپایدرمن کد 691D 7001,0,0,زیورآلات طلا مردانه,دستبند طلا مردانه,لیردا,6820000,لیردا گلد,False,0,clothe
8435910,کرم مو بلوند بار مدل آجیل حجم 250 میلی لیتر,0,0,شامپو و مراقبت مو,ماسک و مراقبت مو,بلوند بار,500000,آرایشی و بهداشتی بهاران,False,0,beauty
1615082,ماسک طرح هالک,82,66,اسباب بازی,نقش آفرینی,متفرقه,214000,فانی تویز,False,0,toys and kids
1809896,ساعت مچی عقربه ای مردانه طرح بدنسازی مدل LF1233,0,0,اکسسوری مردانه,ساعت مردانه,متفرقه,1335000,سورانیک,False,0,clothe
6158998,کیف رودوشی مدل MiL-6,0,0,اکسسوری زنانه و مردانه,کیف زنانه و مردانه,متفرقه,2400000,چرم ما,False,0,clothe
9348743,جعبه جواهر چوبی مدل اسم یسنا 35784,0,0,محصولات چوبی و حصیری,خراطی,متفرقه,2270000,کاتانا,False,0,book & stationary & art
11973206,قیچی مدل دالبر کد vb-7938,0,0,لوازم اداری,قیچی,متفرقه,739000,آرشا آرت,False,0,book & stationary & art
9664093,کامپوزیت دندان سارمکو مدل SW وزن 4 گرم,0,0,تجهیزات دندانپزشکی,,متفرقه,23855800,دکتر صالحی,False,0,beauty
12258496,مجموعه ظروف سفری سی تو سامیت مدل Delta Camp مجموعه 6 عددی,0,0,لوازم کمپینگ,اجاق و ظرف سفری,سی تو سامیت,11000000,استار کمپ,False,0,travel
6074995,کتاب گودال پی اثر آندری پلاتونوف نشر خوب ,98,7,کتاب شعر و ادبیات,,نشر خوب,499000,پخش سلسله مهر,False,0,book & stationary & art
967781,ساختنی بلا مدل Infinity War 10835,84,24,اسباب بازی,فکری و آموزشی,بلا,6290000,فکر سالم,False,0,toys and kids
1810442,کرم ترمیم کننده درماسیف مدل Cica_Derm حجم 30 میلی لیتر,84,537,مراقبت پوست,کرم و ژل ترمیم کننده,درماسیف,936000,گلسو,False,899200,beauty
11074729,جاکلیدی مدل dont touch طرح حبیب,0,0,دست سازه های هنری,جاکلیدی,متفرقه,850000,نقش نگین,False,0,book & stationary & art
12057044,جوراب ساق کوتاه زنانه دون دزا مدل پنبه بوکله دار طرح گل,0,0,لباس زنانه,جوراب و ساق زنانه,متفرقه,550000,مام استور,False,0,clothe
12107640,پاشنه کش مدل دیوارکوب لیانا برنزی کد A1,0,0,کفش زنانه و مردانه,مراقبت کفش و لوازم جانبی,متفرقه,6600000,گلوریا لایت,False,0,clothe
8947818,ساعت مچی عقربه ای کیو اند کیو مدل QA07J374Y,0,0,اکسسوری زنانه و مردانه,ساعت زنانه و مردانه,کیو اند کیو,11800000,پخش مبین,False,0,clothe
9700104,کاشی مبین ایده مدل سنتی kh10 کد 908,0,0,محصولات سنگی، چینی و سرامیکی,کاشی کاری,متفرقه,360000,مبین ایده,False,0,book & stationary & art
12531441,دفتر مشق 100 برگ طرح دختر برج کد 007,0,0,دفتر و کاغذ و مقوا,دفتر,متفرقه,480000,کتاب و نوشت افزار علیرضا,False,0,book & stationary & art
10291455,کتاب کوتاه کردن صفر درجه موی زنانه اثر فاطمه باستانی و فاطمه کاویانی انتشارات ظهورفن,90,2,کتاب هنر و سرگرمی,,انتشارات ظهورفن,822000,آموزش فنی و حرفه ای مزرعه زرین,False,0,book & stationary & art
1772164,شامپو مو بس مدل VitaDry حجم 280 میلی لیتر مجموعه 4 عددی,88,2,شامپو و مراقبت مو,شامپو مو,بس,2300000,پخش پرهام,False,0,beauty
12373522,دیوار کوب چوبی مدل اتاق آنیتا خانم,0,0,محصولات چوبی و حصیری,خراطی,متفرقه,1750000,درامو,False,0,book & stationary & art
4453412,هوش هیجانی اثر دانیل گولمن نشر نسل نو اندیش,92,10,کتاب فلسفه و روانشناسی,,نشر نسل نواندیش,2699000,کتابسرای جاوید نو,False,0,book & stationary & art
6436304,آینه جیبی مدل سالیوان کد 1603,0,0,برس‌ها و تجهیزات آرایشی,برس ها و تجهیزات آرایشی صورت,متفرقه,439000,استودیو هنری ژانو,False,0,beauty
11276899,فیجت ضد استرس دنیای سرگرمی های کمیاب مدل خامه ای طرح اختاپوس کد DSK-A619,0,0,اسباب بازی,شوخی و سرگرمی,دنیای سرگرمی های کمیاب,590000,گردآوران,False,0,toys and kids
6740396,خط کش 30 سانتی متر طرح طبیعت کد 243,0,0,ابزار طراحی و مهندسی,خط کش,متفرقه,249000,استودیو هنری ژانو,False,0,book & stationary & art
12501963,عینک شب مدل MG1256,0,0,اکسسوری زنانه و مردانه,عینک زنانه و مردانه,متفرقه,1990000,گالری آنلاین مستر گلاسیز,False,0,clothe
10363176,جعبه جواهرات مدل موزیکال طرح قاب عکس و آینه دار,76,4,اکسسوری زنانه و مردانه,زیورآلات زنانه و مردانه,متفرقه,4980000,نگین بست شاپ,False,0,clothe
3603587,ژل افتر شیو رینوزیت مدل COOLINGEL حجم 100 میلی لیتر,80,211,لوازم اصلاح مو,افتر شیو,رینوزیت,388000,آلیزارین,False,388000,beauty
811820,شامپو بدن مخصوص پوست حساس لیمپیو حجم 400 میلی لیتر ,74,13,بهداشت و مراقبت بدن,شامپو بدن,لیمپیو,880000,ارایشی بلا,False,0,beauty
10347389,دفتر مشق باژیکان طرح جنگ ستارگان کد 20216135 به همراه فتوکارت مجموعه 25 عددی,0,0,دفتر و کاغذ و مقوا,دفتر,متفرقه,888000,باژیکان,False,0,book & stationary & art
340481,بازی فکری مدل Ropooly,76,37,اسباب بازی,فکری و آموزشی,متفرقه,2300000,فانی تویز,False,0,toys and kids
4937252,کتاب مربع اثر مک بارنت انتشارات پرتقال,0,0,کتاب فلسفه و روانشناسی,,انتشارات پرتقال,435200,کتابکالا,False,0,book & stationary & art
10802970,اسپری خوشبو کننده بدن زنانه فرانک اولیویر مدل Sun Java White حجم 250 میلی لیتر,0,0,اسپری,,فرانک اولیویر,3900000,بیانکا بوتیک,False,0,beauty
998330,استند اسم اتاق کودک طرح حرف D,82,10,تزئینات اتاق کودک,,متفرقه,480000,فروشگاه نورینه,False,0,toys and kids
11902420,ماشین بازی هات ویلز مدل McLaren Speedtail کد FPY86 - HCJ92,0,0,اسباب بازی,ماشین، هواپیما و قطار,هات ویلز,6000000,اسمارت تویز,False,0,toys and kids
2791910,تقویم جیبی سال ۱۳۹۹ کد A2 بسته‌ ۵ عددی,0,0,سالنامه,,متفرقه,470000,دایان هنر,False,0,book & stationary & art
11840437,تی شرت آستین کوتاه مردانه جامه پوش آرا مدل MMDS-AT6983,0,0,لباس مردانه,تی شرت مردانه,جامه پوش آرا,11000000,کالاسنتر ارشیا,False,0,clothe
8221608,کفش ساحلی مردانه مدل SL117,60,1,کفش مردانه,کفش ورزشی مردانه,متفرقه,18000000,سوییم لند کورش,False,0,clothe
11852852,گردنبند طلا 18 عیار زنانه الن نار مدل ELN7184,0,0,زیورآلات طلا زنانه,گردنبند طلا زنانه,الن نار,54192600,نارگلد گالری,False,0,clothe
5810416,ست ساعت مچی عقربه ای زنانه و مردانه لاکسمی مدل 6-8501L-8501G,80,2,اکسسوری زنانه و مردانه,ساعت زنانه و مردانه,لاکسمی,108024000,آس گالری,False,0,clothe
5742571,کبریت مدل هالک کد 1638,0,0,لوازم کمپینگ,تجهیزات کمپینگ,متفرقه,199000,استودیو هنری ژانو,False,0,travel
5390858,ماشین بازی مدل تبدیل شونده کد jy388-20,90,8,اسباب بازی,ماشین، هواپیما و قطار,متفرقه,2780000,تعمق,False,0,toys and kids
12020731,ست تاپ و شلوار زنانه مدل 713,0,0,لباس زنانه,لباس خواب و راحتی زنانه,متفرقه,2390000,کاندید اسپرت,False,0,clothe
10335384,فیگور مدل اژدها کد 0204,0,0,اسباب بازی,جغجغه، عروسک و مدل,متفرقه,800000,جستر,False,0,toys and kids
8002844,کت زنانه اسمارا مدل میکرو جیر پاییزه,0,0,لباس زنانه,پالتو، بارانی و کاپشن زنانه,اسمارا,6200000,حری را ,False,0,clothe
11901391,آینه جیبی خندالو طرح پریناز ایزدیار مدل تاشو کد 10496 ,0,0,برس‌ها و تجهیزات آرایشی,برس ها و تجهیزات آرایشی صورت,خندالو,1190000,خندالو,False,0,beauty
9839217,گچ رنگی مونگیو مدل G-01 کد 131899 بسته 10 عددی,0,0,نوشت افزار,گچ,متفرقه,585000,رانال شاپ,False,0,book & stationary & art
9878343,جامدادی رومیزی مدل ST57,100,1,لوازم اداری,لوازم اداری رومیزی,متفرقه,370000,پرتو آبی,False,0,book & stationary & art
12373944,ست شورت و سوتین زنانه تیریتی مدل اتوبانی خاص ,0,0,لباس زنانه,لباس زیر زنانه,تیریتی,2622000,آریسان کالا,False,0,clothe
444169,کتاب کاربرد Excel در حسابداری و مدیریت اثر مهدی معدنچی زاج,52,8,کتاب علوم کاربردی، تکنولوژی و مهندسی,,دیباگران تهران,2989000,آموزش فنی و حرفه ای مزرعه زرین,False,0,book & stationary & art
12351034,ست 5 تکه گلدان مدل مینیمال رومیزی,0,0,محصولات سنگی، چینی و سرامیکی,گلدان,متفرقه,3500000,اکسسوری گل سنگ,False,0,book & stationary & art
10058686,عینک شب  مدل 9675- re,0,0,اکسسوری زنانه و مردانه,عینک زنانه و مردانه,متفرقه,4190000,فروشگاه آرکوشپ,True,0,clothe
8069340,ست 3 تکه لباس نوزادی مانینی مدل زنبور و گل کد 1,0,0,نوزاد,لباس نوزاد,متفرقه,4864000,نیروان,False,0,clothe
6329373,تی شرت آستین کوتاه زنانه 27 مدل ساحلی کد T41 رنگ سفید,0,0,لباس زنانه,تی شرت زنانه,27,1149000,آکو هنر,False,0,clothe
6288558,پودر زیره عطرین -300 گرم,60,2,مواد غذایی,ادویه و چاشنی ارگانیک,عطرین,930000,محصولات عطرین,False,0,rural goods
12533850,دستبند دست‌ساز زنانه مدل چرمی بی نهایت,0,0,اکسسوری و زیورآلات دست ساز,اکسسوری سنتی زنانه,متفرقه,2860000,صنایع دستی حجره,False,0,rural goods
11402773,مایو زنانه مدل IS021,0,0,لباس زنانه,لباس ورزشی زنانه,متفرقه,1990000,هونامیک نوین,False,0,clothe
8175489,لگینگ ورزشی زنانه کریویت مدل بزرگ پلاس XXXL 2 کد AK-01-062,0,0,لباس زنانه,لباس ورزشی زنانه,کریویت,4900000,مونو تیم,False,0,clothe
12371462,خاکشیر  گروه بازرگانی کمالی - 600 گرم,0,0,مواد غذایی,ادویه و چاشنی ارگانیک,متفرقه,1844400,بازرگانی کمالی,False,0,rural goods
6627902,ساعت مچی عقربه ای زنانه مدل 5000,0,0,اکسسوری زنانه,ساعت زنانه,متفرقه,9952000,گالری ثانیه ها,True,0,clothe
11997650,تی شرت آستین کوتاه مردانه مدل حرف G کد K195 T,0,0,لباس مردانه,تی شرت مردانه,متفرقه,1251000,ال آی مد,False,0,clothe
10805409,شال زنانه دونا مدل پلنگی,0,0,اکسسوری زنانه,شال و روسری زنانه,متفرقه,1450000,نیتسیله اکسسوری,False,0,clothe
6024827,کبریت مدل یونیکورن کد 1804,0,0,لوازم کمپینگ,تجهیزات کمپینگ,متفرقه,199000,استودیو هنری ژانو,False,0,travel
9058962,کاشی اطلس آبی طرح السلام علیک یا صاحب الزمان مدل T5232,0,0,محصولات سنگی، چینی و سرامیکی,کاشی کاری,اطلس آبی,1090000,اطلس آبی,False,0,book & stationary & art
5722799,تیشرت آستین کوتاه مردانه مدل هیولا Z70,0,0,لباس مردانه,تی شرت مردانه,متفرقه,489000,نوین کالا,False,0,clothe
10686822,انگشتر نقره مردانه بازرگانی میلادی مدل عقیق یمنی رکاب دست استاد کد AM_1230,0,0,اکسسوری مردانه,زیورآلات نقره مردانه,متفرقه,20944000,میلادی بازرگانی,False,0,clothe
9168066,شامپو تثبیت کننده رنگ مو پتال فرش مدل هیر رسکیو حجم 355 میلی لیتر,80,4,شامپو و مراقبت مو,شامپو مو,پتال فرش,1290000,پخش اورین,False,0,beauty
11172308,ادویه قیمه پینگو - 2 کیلو گرم,0,0,مواد غذایی,ادویه و چاشنی ارگانیک,متفرقه,8400000,همه جور مارکت,False,0,rural goods
8314465,بند کفش مدل تخت کد SF_115 بسته 4 عددی,60,1,کفش زنانه و مردانه,مراقبت کفش و لوازم جانبی,متفرقه,278000,اورمان دنیز,False,0,clothe
12377405,شورت مردانه کولسی مدل 00,0,0,لباس مردانه,لباس زیر مردانه,متفرقه,590000,گلدنی,False,0,clothe
12593652,پد آرایشی ورژن مدل D901 بسته چهار عددی,0,0,برس‌ها و تجهیزات آرایشی,پد و پنبه آرایشی,ورژن,1600000,ورگن,False,0,beauty
11398908,کتاب مغازه جادویی اثر جیمز آردوتی انتشارات آوای ماندگار,0,0,کتاب شعر و ادبیات,,انتشارات آوای ماندگار,940000,ارغوان پاییز,False,0,book & stationary & art
11890415,مخلوط میوه خشک گروه بازرگانی کمالی - 200 گرم,0,0,مواد غذایی,خشکبار و آجیل سنتی,متفرقه,1139600,بازرگانی کمالی,False,0,rural goods
12350809,برچسب مدل برش نخورده طرح scedule مولانگ و سگ مجموعه 2 عددی,0,0,دفتر و کاغذ و مقوا,کاغذ,متفرقه,450000,کادوپیچک,False,0,book & stationary & art
10326632,مسواک سنسوداین مدل TRUE  با برس متوسط به همراه خمیر دندان سنسوداین مدل Multi Action حجم 75 میلی لیتر,0,0,بهداشت دهان و دندان,مسواک,سنسوداین,4400000,فری کانتری,False,0,beauty
